2021-02-16 13:35:36.712583
{'physician-fee-freeze=n'} --> {'Class Name=democrat'} | Confidence: 0.9919028340080972 | Consequent Support: 0.6137931034482759 | Support: 0.5632183908045977 | Lift: 1.6160214711367875
{'crime=n', 'anti-satellite-test-ban=y'} --> {'Class Name=democrat', 'aid-to-nicaraguan-contras=y', 'el-salvador-aid=n'} | Confidence: 0.9324324324324326 | Consequent Support: 0.4528735632183908 | Support: 0.31724137931034485 | Lift: 2.058924406640143
{'crime=n', 'el-salvador-aid=n'} --> {'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} | Confidence: 0.9019607843137256 | Consequent Support: 0.43448275862068964 | Support: 0.31724137931034485 | Lift: 2.075941487706194
{'export-administration-act-south-africa=y', 'el-salvador-aid=n'} --> {'Class Name=democrat'} | Confidence: 0.9517241379310346 | Consequent Support: 0.6137931034482759 | Support: 0.31724137931034485 | Lift: 1.5505617977528092
{'aid-to-nicaraguan-contras=y', 'education-spending=n', 'anti-satellite-test-ban=y', 'mx-missile=y'} --> {'physician-fee-freeze=n'} | Confidence: 0.9452054794520548 | Consequent Support: 0.5678160919540229 | Support: 0.31724137931034485 | Lift: 1.6646331318285177
{'physician-fee-freeze=n', 'education-spending=n', 'anti-satellite-test-ban=y', 'mx-missile=y'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9650349650349651 | Consequent Support: 0.5563218390804597 | Support: 0.31724137931034485 | Lift: 1.7346702883892968
{'aid-to-nicaraguan-contras=y', 'education-spending=n', 'physician-fee-freeze=n', 'mx-missile=y'} --> {'anti-satellite-test-ban=y'} | Confidence: 0.9019607843137256 | Consequent Support: 0.5494252873563218 | Support: 0.31724137931034485 | Lift: 1.6416441053408815
{'education-spending=n', 'anti-satellite-test-ban=y', 'mx-missile=y'} --> {'physician-fee-freeze=n', 'aid-to-nicaraguan-contras=y'} | Confidence: 0.9019607843137256 | Consequent Support: 0.4850574712643678 | Support: 0.31724137931034485 | Lift: 1.8594926122107613
{'superfund-right-to-sue=y', 'el-salvador-aid=y', 'duty-free-exports=n'} --> {'religious-groups-in-schools=y'} | Confidence: 0.9452054794520548 | Consequent Support: 0.6252873563218391 | Support: 0.31724137931034485 | Lift: 1.5116337630942789
{'adoption-of-the-budget-resolution=n', 'el-salvador-aid=y'} --> {'Class Name=republican'} | Confidence: 0.9019607843137256 | Consequent Support: 0.38620689655172413 | Support: 0.31724137931034485 | Lift: 2.335434173669468
{'adoption-of-the-budget-resolution=n', 'Class Name=republican'} --> {'el-salvador-aid=y'} | Confidence: 0.971830985915493 | Consequent Support: 0.48735632183908045 | Support: 0.31724137931034485 | Lift: 1.9940871644964124
{'synfuels-corporation-cutback=n', 'el-salvador-aid=y'} --> {'crime=y'} | Confidence: 0.9517241379310346 | Consequent Support: 0.5701149425287356 | Support: 0.31724137931034485 | Lift: 1.6693548387096777
{'Class Name=republican', 'mx-missile=n'} --> {'crime=y'} | Confidence: 0.9452054794520548 | Consequent Support: 0.5701149425287356 | Support: 0.31724137931034485 | Lift: 1.6579209014582412
{'superfund-right-to-sue=y', 'anti-satellite-test-ban=n'} --> {'el-salvador-aid=y'} | Confidence: 0.9387755102040817 | Consequent Support: 0.48735632183908045 | Support: 0.31724137931034485 | Lift: 1.9262610704659224
{'physician-fee-freeze=n', 'superfund-right-to-sue=n', 'education-spending=n'} --> {'el-salvador-aid=n'} | Confidence: 0.9019607843137256 | Consequent Support: 0.4781609195402299 | Support: 0.31724137931034485 | Lift: 1.8863122171945703
{'education-spending=n', 'superfund-right-to-sue=n', 'el-salvador-aid=n'} --> {'physician-fee-freeze=n'} | Confidence: 0.971830985915493 | Consequent Support: 0.5678160919540229 | Support: 0.31724137931034485 | Lift: 1.7115242059645324
{'religious-groups-in-schools=y', 'crime=y', 'physician-fee-freeze=y'} --> {'mx-missile=n'} | Confidence: 0.9139072847682119 | Consequent Support: 0.4735632183908046 | Support: 0.31724137931034485 | Lift: 1.9298527615251075
{'religious-groups-in-schools=y', 'mx-missile=n', 'physician-fee-freeze=y'} --> {'crime=y'} | Confidence: 0.9452054794520548 | Consequent Support: 0.5701149425287356 | Support: 0.31724137931034485 | Lift: 1.6579209014582412
{'crime=y', 'mx-missile=n', 'physician-fee-freeze=y'} --> {'religious-groups-in-schools=y'} | Confidence: 0.9452054794520548 | Consequent Support: 0.6252873563218391 | Support: 0.31724137931034485 | Lift: 1.5116337630942789
{'export-administration-act-south-africa=y', 'adoption-of-the-budget-resolution=y', 'aid-to-nicaraguan-contras=y'} --> {'Class Name=democrat'} | Confidence: 0.9261744966442954 | Consequent Support: 0.6137931034482759 | Support: 0.31724137931034485 | Lift: 1.5089359776789082
{'export-administration-act-south-africa=y', 'adoption-of-the-budget-resolution=y', 'Class Name=democrat'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9019607843137256 | Consequent Support: 0.5563218390804597 | Support: 0.31724137931034485 | Lift: 1.6212931453573167
{'export-administration-act-south-africa=y', 'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} --> {'adoption-of-the-budget-resolution=y'} | Confidence: 0.9387755102040817 | Consequent Support: 0.5816091954022988 | Support: 0.31724137931034485 | Lift: 1.6141001855287571
{'religious-groups-in-schools=y', 'Class Name=republican'} --> {'mx-missile=n'} | Confidence: 0.9261744966442954 | Consequent Support: 0.4735632183908046 | Support: 0.31724137931034485 | Lift: 1.9557568254381965
{'Class Name=republican', 'mx-missile=n'} --> {'religious-groups-in-schools=y'} | Confidence: 0.9452054794520548 | Consequent Support: 0.6252873563218391 | Support: 0.31724137931034485 | Lift: 1.5116337630942789
{'crime=n', 'adoption-of-the-budget-resolution=y', 'anti-satellite-test-ban=y'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9787234042553192 | Consequent Support: 0.5563218390804597 | Support: 0.31724137931034485 | Lift: 1.7592755407068756
{'crime=n', 'adoption-of-the-budget-resolution=y', 'aid-to-nicaraguan-contras=y'} --> {'anti-satellite-test-ban=y'} | Confidence: 0.9078947368421053 | Consequent Support: 0.5494252873563218 | Support: 0.31724137931034485 | Lift: 1.6524443955075976
{'crime=n', 'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y'} --> {'adoption-of-the-budget-resolution=y'} | Confidence: 0.9583333333333334 | Consequent Support: 0.5816091954022988 | Support: 0.31724137931034485 | Lift: 1.647727272727273
{'crime=n', 'anti-satellite-test-ban=y'} --> {'adoption-of-the-budget-resolution=y', 'aid-to-nicaraguan-contras=y'} | Confidence: 0.9324324324324326 | Consequent Support: 0.4942528735632184 | Support: 0.31724137931034485 | Lift: 1.8865493400377125
{'duty-free-exports=y', 'aid-to-nicaraguan-contras=y'} --> {'el-salvador-aid=n'} | Confidence: 0.9139072847682119 | Consequent Support: 0.4781609195402299 | Support: 0.31724137931034485 | Lift: 1.9112964849719818
{'duty-free-exports=y', 'el-salvador-aid=n'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9787234042553192 | Consequent Support: 0.5563218390804597 | Support: 0.31724137931034485 | Lift: 1.7592755407068756
{'el-salvador-aid=y', 'physician-fee-freeze=y', 'aid-to-nicaraguan-contras=n'} --> {'crime=y'} | Confidence: 0.964788732394366 | Consequent Support: 0.5701149425287356 | Support: 0.31494252873563217 | Lift: 1.692270558836892
{'physician-fee-freeze=y', 'crime=y', 'aid-to-nicaraguan-contras=n'} --> {'el-salvador-aid=y'} | Confidence: 0.9927536231884057 | Consequent Support: 0.48735632183908045 | Support: 0.31494252873563217 | Lift: 2.0370180475799833
{'physician-fee-freeze=y', 'aid-to-nicaraguan-contras=n'} --> {'el-salvador-aid=y', 'crime=y'} | Confidence: 0.9580419580419579 | Consequent Support: 0.4459770114942529 | Support: 0.31494252873563217 | Lift: 2.1481868646817097
{'education-spending=n', 'superfund-right-to-sue=n', 'anti-satellite-test-ban=y'} --> {'physician-fee-freeze=n'} | Confidence: 0.9448275862068966 | Consequent Support: 0.5678160919540229 | Support: 0.31494252873563217 | Lift: 1.6639676113360324
{'handicapped-infants=y', 'adoption-of-the-budget-resolution=y'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9072847682119205 | Consequent Support: 0.5563218390804597 | Support: 0.31494252873563217 | Lift: 1.6308631164139895
{'handicapped-infants=y', 'aid-to-nicaraguan-contras=y'} --> {'adoption-of-the-budget-resolution=y'} | Confidence: 0.9383561643835615 | Consequent Support: 0.5816091954022988 | Support: 0.31494252873563217 | Lift: 1.6133791759164002
{'adoption-of-the-budget-resolution=n', 'aid-to-nicaraguan-contras=n'} --> {'el-salvador-aid=y'} | Confidence: 0.9785714285714285 | Consequent Support: 0.48735632183908045 | Support: 0.31494252873563217 | Lift: 2.0079177897574123
{'mx-missile=y', 'superfund-right-to-sue=n', 'aid-to-nicaraguan-contras=y'} --> {'el-salvador-aid=n'} | Confidence: 0.9448275862068966 | Consequent Support: 0.4781609195402299 | Support: 0.31494252873563217 | Lift: 1.9759615384615385
{'superfund-right-to-sue=n', 'mx-missile=y', 'el-salvador-aid=n'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9785714285714285 | Consequent Support: 0.5563218390804597 | Support: 0.31494252873563217 | Lift: 1.7590023612750887
{'superfund-right-to-sue=n', 'mx-missile=y'} --> {'aid-to-nicaraguan-contras=y', 'el-salvador-aid=n'} | Confidence: 0.9194630872483222 | Consequent Support: 0.4689655172413793 | Support: 0.31494252873563217 | Lift: 1.9606198183971575
{'education-spending=n', 'mx-missile=y', 'aid-to-nicaraguan-contras=y', 'adoption-of-the-budget-resolution=y', 'el-salvador-aid=n'} --> {'Class Name=democrat'} | Confidence: 0.9785714285714285 | Consequent Support: 0.6137931034482759 | Support: 0.31494252873563217 | Lift: 1.5943017656500802
{'education-spending=n', 'mx-missile=y', 'aid-to-nicaraguan-contras=y', 'adoption-of-the-budget-resolution=y', 'Class Name=democrat'} --> {'el-salvador-aid=n'} | Confidence: 0.9448275862068966 | Consequent Support: 0.4781609195402299 | Support: 0.31494252873563217 | Lift: 1.9759615384615385
{'education-spending=n', 'mx-missile=y', 'aid-to-nicaraguan-contras=y', 'el-salvador-aid=n', 'Class Name=democrat'} --> {'adoption-of-the-budget-resolution=y'} | Confidence: 0.9194630872483222 | Consequent Support: 0.5816091954022988 | Support: 0.31494252873563217 | Lift: 1.5808950314348622
{'education-spending=n', 'mx-missile=y', 'adoption-of-the-budget-resolution=y', 'el-salvador-aid=n', 'Class Name=democrat'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9856115107913668 | Consequent Support: 0.5563218390804597 | Support: 0.31494252873563217 | Lift: 1.7716570545216719
{'aid-to-nicaraguan-contras=y', 'education-spending=n', 'adoption-of-the-budget-resolution=y', 'mx-missile=y'} --> {'el-salvador-aid=n', 'Class Name=democrat'} | Confidence: 0.9256756756756757 | Consequent Support: 0.45977011494252873 | Support: 0.31494252873563217 | Lift: 2.0133445945945945
{'education-spending=n', 'adoption-of-the-budget-resolution=y', 'mx-missile=y', 'el-salvador-aid=n'} --> {'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} | Confidence: 0.964788732394366 | Consequent Support: 0.5011494252873563 | Support: 0.31494252873563217 | Lift: 1.925151828401602
{'education-spending=n', 'adoption-of-the-budget-resolution=y', 'mx-missile=y', 'Class Name=democrat'} --> {'aid-to-nicaraguan-contras=y', 'el-salvador-aid=n'} | Confidence: 0.9072847682119205 | Consequent Support: 0.4689655172413793 | Support: 0.31494252873563217 | Lift: 1.9346513439813011
{'education-spending=n', 'Class Name=democrat', 'mx-missile=y', 'el-salvador-aid=n'} --> {'adoption-of-the-budget-resolution=y', 'aid-to-nicaraguan-contras=y'} | Confidence: 0.9013157894736842 | Consequent Support: 0.4942528735632184 | Support: 0.31494252873563217 | Lift: 1.8235924112607098
{'physician-fee-freeze=n', 'education-spending=n', 'superfund-right-to-sue=n', 'el-salvador-aid=n'} --> {'Class Name=democrat'} | Confidence: 0.9927536231884057 | Consequent Support: 0.6137931034482759 | Support: 0.31494252873563217 | Lift: 1.617407588340661
{'physician-fee-freeze=n', 'education-spending=n', 'superfund-right-to-sue=n', 'Class Name=democrat'} --> {'el-salvador-aid=n'} | Confidence: 0.9013157894736842 | Consequent Support: 0.4781609195402299 | Support: 0.31494252873563217 | Lift: 1.8849633097165992
{'education-spending=n', 'superfund-right-to-sue=n', 'el-salvador-aid=n', 'Class Name=democrat'} --> {'physician-fee-freeze=n'} | Confidence: 0.9927536231884057 | Consequent Support: 0.5678160919540229 | Support: 0.31494252873563217 | Lift: 1.7483717655342368
{'education-spending=n', 'superfund-right-to-sue=n', 'el-salvador-aid=n'} --> {'physician-fee-freeze=n', 'Class Name=democrat'} | Confidence: 0.964788732394366 | Consequent Support: 0.5632183908045977 | Support: 0.31494252873563217 | Lift: 1.7129922391491805
{'handicapped-infants=n', 'physician-fee-freeze=y'} --> {'el-salvador-aid=y'} | Confidence: 0.964788732394366 | Consequent Support: 0.48735632183908045 | Support: 0.31494252873563217 | Lift: 1.9796372575073076
{'education-spending=n', 'anti-satellite-test-ban=y', 'mx-missile=y', 'aid-to-nicaraguan-contras=y', 'physician-fee-freeze=n'} --> {'Class Name=democrat'} | Confidence: 0.9927536231884057 | Consequent Support: 0.6137931034482759 | Support: 0.31494252873563217 | Lift: 1.617407588340661
{'education-spending=n', 'anti-satellite-test-ban=y', 'mx-missile=y', 'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} --> {'physician-fee-freeze=n'} | Confidence: 0.964788732394366 | Consequent Support: 0.5678160919540229 | Support: 0.31494252873563217 | Lift: 1.6991218566459485
{'education-spending=n', 'anti-satellite-test-ban=y', 'mx-missile=y', 'physician-fee-freeze=n', 'Class Name=democrat'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.964788732394366 | Consequent Support: 0.5563218390804597 | Support: 0.31494252873563217 | Lift: 1.7342276801303689
{'education-spending=n', 'mx-missile=y', 'aid-to-nicaraguan-contras=y', 'physician-fee-freeze=n', 'Class Name=democrat'} --> {'anti-satellite-test-ban=y'} | Confidence: 0.9013157894736842 | Consequent Support: 0.5494252873563218 | Support: 0.31494252873563217 | Lift: 1.6404701607575425
{'aid-to-nicaraguan-contras=y', 'education-spending=n', 'anti-satellite-test-ban=y', 'mx-missile=y'} --> {'physician-fee-freeze=n', 'Class Name=democrat'} | Confidence: 0.9383561643835615 | Consequent Support: 0.5632183908045977 | Support: 0.31494252873563217 | Lift: 1.6660609449259154
{'physician-fee-freeze=n', 'education-spending=n', 'anti-satellite-test-ban=y', 'mx-missile=y'} --> {'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} | Confidence: 0.9580419580419579 | Consequent Support: 0.5011494252873563 | Support: 0.31494252873563217 | Lift: 1.9116892282029896
{'education-spending=n', 'anti-satellite-test-ban=y', 'mx-missile=y', 'Class Name=democrat'} --> {'physician-fee-freeze=n', 'aid-to-nicaraguan-contras=y'} | Confidence: 0.9319727891156462 | Consequent Support: 0.4850574712643678 | Support: 0.31494252873563217 | Lift: 1.9213657026791757
{'education-spending=n', 'anti-satellite-test-ban=y', 'mx-missile=y', 'aid-to-nicaraguan-contras=y', 'el-salvador-aid=n'} --> {'Class Name=democrat'} | Confidence: 0.9716312056737588 | Consequent Support: 0.6137931034482759 | Support: 0.31494252873563217 | Lift: 1.5829946609291576
{'education-spending=n', 'anti-satellite-test-ban=y', 'mx-missile=y', 'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} --> {'el-salvador-aid=n'} | Confidence: 0.964788732394366 | Consequent Support: 0.4781609195402299 | Support: 0.31494252873563217 | Lift: 2.0177072047670634
{'education-spending=n', 'anti-satellite-test-ban=y', 'mx-missile=y', 'el-salvador-aid=n', 'Class Name=democrat'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9785714285714285 | Consequent Support: 0.5563218390804597 | Support: 0.31494252873563217 | Lift: 1.7590023612750887
{'education-spending=n', 'mx-missile=y', 'aid-to-nicaraguan-contras=y', 'el-salvador-aid=n', 'Class Name=democrat'} --> {'anti-satellite-test-ban=y'} | Confidence: 0.9194630872483222 | Consequent Support: 0.5494252873563218 | Support: 0.31494252873563217 | Lift: 1.6734997613097078
{'aid-to-nicaraguan-contras=y', 'education-spending=n', 'anti-satellite-test-ban=y', 'mx-missile=y'} --> {'el-salvador-aid=n', 'Class Name=democrat'} | Confidence: 0.9383561643835615 | Consequent Support: 0.45977011494252873 | Support: 0.31494252873563217 | Lift: 2.040924657534246
{'education-spending=n', 'anti-satellite-test-ban=y', 'mx-missile=y', 'el-salvador-aid=n'} --> {'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} | Confidence: 0.9513888888888888 | Consequent Support: 0.5011494252873563 | Support: 0.31494252873563217 | Lift: 1.8984136085626913
{'education-spending=n', 'anti-satellite-test-ban=y', 'mx-missile=y', 'Class Name=democrat'} --> {'aid-to-nicaraguan-contras=y', 'el-salvador-aid=n'} | Confidence: 0.9319727891156462 | Consequent Support: 0.4689655172413793 | Support: 0.31494252873563217 | Lift: 1.9872949179671868
{'education-spending=n', 'Class Name=democrat', 'mx-missile=y', 'el-salvador-aid=n'} --> {'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y'} | Confidence: 0.9013157894736842 | Consequent Support: 0.4827586206896552 | Support: 0.31494252873563217 | Lift: 1.8670112781954886
{'education-spending=n', 'mx-missile=y', 'physician-fee-freeze=n', 'adoption-of-the-budget-resolution=y', 'el-salvador-aid=n'} --> {'Class Name=democrat'} | Confidence: 1.0 | Consequent Support: 0.6137931034482759 | Support: 0.31494252873563217 | Lift: 1.6292134831460674
{'education-spending=n', 'mx-missile=y', 'physician-fee-freeze=n', 'adoption-of-the-budget-resolution=y', 'Class Name=democrat'} --> {'el-salvador-aid=n'} | Confidence: 0.9256756756756757 | Consequent Support: 0.4781609195402299 | Support: 0.31494252873563217 | Lift: 1.935908264033264
{'education-spending=n', 'mx-missile=y', 'physician-fee-freeze=n', 'el-salvador-aid=n', 'Class Name=democrat'} --> {'adoption-of-the-budget-resolution=y'} | Confidence: 0.9319727891156462 | Consequent Support: 0.5816091954022988 | Support: 0.31494252873563217 | Lift: 1.6024038073727513
{'education-spending=n', 'mx-missile=y', 'adoption-of-the-budget-resolution=y', 'el-salvador-aid=n', 'Class Name=democrat'} --> {'physician-fee-freeze=n'} | Confidence: 0.9856115107913668 | Consequent Support: 0.5678160919540229 | Support: 0.31494252873563217 | Lift: 1.7357935513937028
